ticker,name,sector,industry,pilier_bilan,pilier_rendement_capital,pilier_cash,pilier_marges,pilier_discipline,note_qualite_20,note_qualite_n_piliers,note_qualite_low_confidence,pilier_valorisation,pilier_momentum,note_perspective_20,note_perspective_n_piliers,note_perspective_low_confidence
RENT3.SA,Localiza Rent a Car S.A.,Industrials,Rental & Leasing Services,4.0,11.1,10.8,12.7,4.7,8.7,5,False,17.2,4.8,11.0,2,False
REPL,"Replimune Group, Inc.",Healthcare,Biotechnology,8.5,1.0,6.4,7.0,,5.7,4,False,,19.4,19.4,1,True
RES,"RPC, Inc.",Energy,Oil & Gas Equipment & Services,18.1,3.8,12.2,3.2,8.3,9.1,5,False,0.0,9.7,4.8,2,False
REX,REX American Resources Corporation,Basic Materials,Chemicals,18.0,15.4,15.9,12.8,5.9,13.6,5,False,18.9,11.4,15.2,2,False
REXR,"Rexford Industrial Realty, Inc.",Real Estate,REIT - Industrial,10.2,1.4,10.0,7.4,12.8,8.4,5,False,,5.9,5.9,1,True
REYN,Reynolds Consumer Products Inc.,Consumer Cyclical,Packaging & Containers,9.4,13.0,10.6,13.9,10.0,11.4,5,False,15.2,9.9,12.6,2,False
REZI,"Resideo Technologies, Inc.",Industrials,Industrial Distribution,6.0,12.5,0.6,7.4,6.2,6.5,5,False,20.0,0.8,10.4,2,False
RF,Regions Financial Corporation,Financial Services,Banks - Regional,,9.3,,11.7,16.5,12.5,3,False,11.7,9.5,10.6,2,False
RGA,"Reinsurance Group of America, Incorporated",Financial Services,Insurance - Reinsurance,8.6,9.1,,2.8,5.3,6.4,4,False,8.0,13.2,10.6,2,False
RGC,Regencell Bioscience Holdings Limited,Healthcare,Drug Manufacturers - Specialty & Generic,8.8,0.7,9.4,7.0,,6.5,4,False,,0.2,0.2,1,True
RGEN,Repligen Corporation,Healthcare,Medical Instruments & Supplies,12.6,8.6,9.5,11.6,2.1,8.9,5,False,0.0,13.1,6.6,2,False
RGLD,"Royal Gold, Inc.",Basic Materials,Gold,16.6,13.1,9.1,19.0,2.7,12.1,5,False,0.0,11.0,5.5,2,False
RGTI,"Rigetti Computing, Inc.",Technology,Computer Hardware,17.8,0.8,9.8,2.3,,7.7,4,False,,0.6,0.6,1,True
RH,RH,Consumer Cyclical,Specialty Retail,0.6,,9.5,4.2,19.0,8.3,4,False,0.0,2.9,1.4,2,False
RHI,Robert Half Inc.,Industrials,Staffing & Employment Services,10.6,7.5,13.2,2.9,19.5,10.7,5,False,0.0,16.3,8.2,2,False
RHLD,"Resolute Holdings Management, Inc.",Industrials,Specialty Business Services,6.0,3.1,9.4,8.6,4.9,6.4,5,False,9.3,18.7,14.0,2,False
RHP,"Ryman Hospitality Properties, Inc.",Real Estate,REIT - Hotel & Motel,6.0,18.9,12.4,8.2,4.7,10.0,5,False,6.6,19.0,12.8,2,False
RIG,Transocean Ltd.,Energy,Oil & Gas Drilling,9.0,0.8,10.4,4.2,,6.1,4,False,,17.1,17.1,1,True
RIO,Rio Tinto Group,Basic Materials,Other Industrial Metals & Mining,8.6,15.4,10.6,14.2,13.3,12.4,5,False,13.8,16.3,15.0,2,False
RIOT,"Riot Platforms, Inc.",Financial Services,Capital Markets,11.3,0.3,,0.2,0.7,3.1,4,False,,4.2,4.2,1,True
RITM,Rithm Capital Corp.,Real Estate,REIT - Mortgage,3.6,8.6,1.0,5.6,19.1,7.6,5,False,0.0,7.2,3.6,2,False
RIVN,"Rivian Automotive, Inc.",Consumer Cyclical,Auto Manufacturers,12.3,0.3,9.4,0.3,,5.6,4,False,,12.9,12.9,1,True
RJF,"Raymond James Financial, Inc.",Financial Services,Asset Management,12.2,15.0,,6.0,11.8,11.2,4,False,8.1,5.8,7.0,2,False
RKLB,Rocket Lab Corporation,Industrials,Aerospace & Defense,18.8,1.2,10.8,0.8,,7.9,4,False,,14.3,14.3,1,True
RKT,"Rocket Companies, Inc.",Financial Services,Mortgage Finance,3.9,1.7,,5.0,,3.5,3,False,,0.6,0.6,1,True
RL,Ralph Lauren Corporation,Consumer Cyclical,Apparel Manufacturing,11.4,18.0,13.2,15.8,7.8,13.2,5,False,10.0,13.6,11.8,2,False
RLAY,"Relay Therapeutics, Inc.",Healthcare,Biotechnology,17.7,4.2,11.1,3.6,,9.2,4,False,,19.3,19.3,1,True
RLI,RLI Corp.,Financial Services,Insurance - Property & Casualty,10.0,17.5,,9.2,8.9,11.4,4,False,8.6,6.1,7.4,2,False
RLJ,RLJ Lodging Trust,Real Estate,REIT - Hotel & Motel,10.7,3.7,11.1,4.6,17.3,9.5,5,False,0.0,19.4,9.7,2,False
RMBS,Rambus Inc.,Technology,Semiconductors,18.5,14.0,12.0,18.6,6.5,13.9,5,False,8.0,4.1,6.0,2,False
RMD,ResMed Inc.,Healthcare,Medical Instruments & Supplies,11.2,17.6,11.1,18.2,8.4,13.3,5,False,17.0,4.7,10.8,2,False
RMIX,"Suncrete, Inc.",Basic Materials,Building Materials,6.8,1.4,8.2,1.0,5.6,4.6,5,False,0.0,,0.0,1,True
RNG,"RingCentral, Inc.",Technology,Software - Application,4.0,,11.0,8.2,16.5,9.9,4,False,0.0,17.7,8.8,2,False
RNR,RenaissanceRe Holdings Ltd.,Financial Services,Insurance - Reinsurance,14.0,16.4,,10.3,15.4,14.0,4,False,18.5,12.8,15.6,2,False
RNST,Renasant Corporation,Financial Services,Banks - Regional,,4.7,,12.2,4.1,7.0,3,False,12.2,8.3,10.2,2,False
RNW,ReNew Energy Global Plc,Utilities,Utilities - Renewable,3.1,6.5,,13.4,,7.7,3,False,12.7,1.7,7.2,2,False
ROAD,"Construction Partners, Inc.",Industrials,Engineering & Construction,6.9,12.5,5.0,7.8,1.7,6.8,5,False,0.0,3.1,1.6,2,False
ROCK,"Gibraltar Industries, Inc.",Industrials,Building Products & Equipment,2.6,5.2,10.6,5.6,11.5,7.1,5,False,14.4,1.3,7.8,2,False
ROG,Rogers Corporation,Technology,Electronic Components,16.8,5.0,14.4,8.0,7.8,10.4,5,False,0.0,13.9,7.0,2,False
ROIV,Roivant Sciences Ltd.,Healthcare,Biotechnology,17.4,6.8,9.2,3.6,11.7,9.7,5,False,,17.9,17.9,1,True
ROK,"Rockwell Automation, Inc.",Industrials,Specialty Industrial Machinery,4.4,17.9,11.2,15.8,10.0,11.9,5,False,1.4,12.5,7.0,2,False
ROL,"Rollins, Inc.",Consumer Cyclical,Personal Services,6.8,18.0,11.4,16.5,5.3,11.6,5,False,2.3,1.5,1.9,2,False
ROP,"Roper Technologies, Inc.",Technology,Software - Application,3.3,11.6,8.6,17.8,8.4,9.9,5,False,18.8,4.6,11.7,2,False
ROST,"Ross Stores, Inc.",Consumer Cyclical,Apparel Retail,11.5,18.4,12.2,15.5,4.1,12.3,5,False,0.0,18.5,9.2,2,False
RPM,RPM International Inc.,Basic Materials,Specialty Chemicals,5.3,16.1,9.9,10.2,11.4,10.6,5,False,14.4,2.2,8.3,2,False
RPRX,Royalty Pharma plc,Healthcare,Biotechnology,7.4,14.5,4.0,17.5,12.9,11.3,5,False,4.0,16.2,10.1,2,False
RQI,"Cohen & Steers Quality Income Realty Fund, Inc.",Financial Services,Asset Management,7.9,1.7,,18.4,17.8,11.4,4,False,0.0,6.2,3.1,2,False
RRC,Range Resources Corporation,Energy,Oil & Gas E&P,9.0,14.2,12.2,14.6,4.0,10.8,5,False,14.5,3.0,8.8,2,False
RRR,"Red Rock Resorts, Inc.",Consumer Cyclical,Resorts & Casinos,2.9,19.6,6.1,15.9,4.2,9.7,5,False,9.4,8.8,9.1,2,False
RRX,Regal Rexnord Corporation,Industrials,Specialty Industrial Machinery,7.8,4.3,8.8,9.2,5.2,7.1,5,False,6.3,9.9,8.1,2,False
RS,"Reliance, Inc.",Basic Materials,Steel,13.4,12.1,9.8,7.9,15.8,11.8,5,False,5.8,12.4,9.1,2,False
RSG,"Republic Services, Inc.",Industrials,Waste Management,3.2,14.4,8.9,15.6,9.0,10.2,5,False,9.5,6.2,7.8,2,False
RSI,"Rush Street Interactive, Inc.",Consumer Cyclical,Gambling,18.8,17.1,11.8,8.6,0.2,11.3,5,False,0.0,16.5,8.2,2,False
RTX,RTX Corporation,Industrials,Aerospace & Defense,6.6,10.4,11.7,11.3,12.6,10.5,5,False,11.6,13.1,12.4,2,False
RUM,RUM Group Inc.,Communication Services,Internet Content & Information,12.7,1.6,6.1,0.3,9.7,6.1,5,False,,16.3,16.3,1,True
RUS.TO,Russel Metals Inc.,Industrials,Industrial Distribution,12.8,11.1,9.7,5.8,16.0,11.1,5,False,13.9,18.6,16.2,2,False
RUSHA,"Rush Enterprises, Inc.",Consumer Cyclical,Auto & Truck Dealerships,6.9,10.7,11.1,6.2,4.6,7.9,5,False,4.2,18.1,11.2,2,False
RUSHB,"Rush Enterprises, Inc.",Consumer Cyclical,Auto & Truck Dealerships,6.9,10.7,12.0,6.2,7.3,8.6,5,False,3.9,17.6,10.8,2,False
RVLV,"Revolve Group, Inc.",Consumer Cyclical,Internet Retail,17.0,12.0,12.0,8.2,2.7,10.4,5,False,13.7,11.4,12.6,2,False
RVMD,"Revolution Medicines, Inc.",Healthcare,Biotechnology,12.8,1.8,9.1,7.0,,7.7,4,False,,19.5,19.5,1,True
RVT,"Royce Small-Cap Trust, Inc.",Financial Services,Asset Management,7.6,10.3,,12.9,2.8,8.4,4,False,20.0,11.6,15.8,2,False
RVTY,"Revvity, Inc.",Healthcare,Diagnostics & Research,7.8,9.1,10.0,14.2,15.2,11.3,5,False,0.0,14.5,7.2,2,False
RXO,"RXO, Inc.",Industrials,Trucking,11.1,1.4,5.8,2.0,0.3,4.1,5,False,,15.2,15.2,1,True
RXRX,"Recursion Pharmaceuticals, Inc.",Healthcare,Biotechnology,14.2,2.5,9.6,4.0,,7.6,4,False,,1.9,1.9,1,True
RXT,"Rackspace Technology, Inc.",Technology,Software - Infrastructure,1.5,,9.9,3.3,3.5,4.6,4,False,,17.3,17.3,1,True
RY,Royal Bank of Canada,Financial Services,Banks - Diversified,,13.7,,14.0,,13.8,2,True,5.7,15.6,10.6,2,False
RY.TO,Royal Bank of Canada,Financial Services,Banks - Diversified,,13.7,,14.0,11.4,13.0,3,False,5.8,15.9,10.8,2,False
RYAN,"Ryan Specialty Holdings, Inc.",Financial Services,Insurance Brokers,1.8,16.7,,4.7,0.9,6.0,4,False,0.0,0.8,0.4,2,False
RYN,Rayonier Inc.,Real Estate,REIT - Specialty,17.2,4.7,9.8,5.4,8.9,9.2,5,False,0.0,3.3,1.6,2,False
RYTM,"Rhythm Pharmaceuticals, Inc.",Healthcare,Biotechnology,9.7,1.0,8.1,2.0,,5.2,4,False,,8.0,8.0,1,True
RYZ,Ryerson Holding Corporation,Industrials,Metal Fabrication,6.2,1.8,1.0,2.2,17.3,5.7,5,False,,10.0,10.0,1,True
RZC,7.125% Fixed-Rate Reset Subordinated Debentures due 2052,,,,,,,,,0,True,,,,0,True
RZLV,Rezolve AI PLC,Technology,Software - Infrastructure,4.1,0.2,2.6,0.8,0.5,1.6,5,False,,0.9,0.9,1,True
S,"SentinelOne, Inc.",Technology,Software - Infrastructure,9.3,1.3,14.6,1.5,7.4,6.8,5,False,,11.1,11.1,1,True
SA,Seabridge Gold Inc.,Basic Materials,Gold,11.2,5.7,,3.2,,6.7,3,False,0.0,11.1,5.6,2,False
SAFE,Safehold Inc.,Real Estate,REIT - Diversified,11.6,7.4,1.0,15.6,10.2,9.2,5,False,12.5,8.4,10.4,2,False
SAFT,"Safety Insurance Group, Inc.",Financial Services,Insurance - Property & Casualty,10.5,4.2,,3.4,11.6,7.4,4,False,0.0,17.2,8.6,2,False
SAH,"Sonic Automotive, Inc.",Consumer Cyclical,Auto & Truck Dealerships,1.5,14.9,1.6,3.8,13.1,7.0,5,False,15.6,11.8,13.7,2,False
SAIA,"Saia, Inc.",Industrials,Trucking,15.5,9.0,10.6,11.4,,11.6,4,False,11.3,11.8,11.6,2,False
SAIC,Science Applications International Corporation,Technology,Information Technology Services,4.1,16.3,9.8,8.4,19.1,11.5,5,False,14.2,11.6,12.9,2,False
SAIL,"SailPoint, Inc.",Technology,Software - Infrastructure,14.2,3.4,11.2,1.9,1.0,6.3,5,False,,5.8,5.8,1,True
SAM,"The Boston Beer Company, Inc.",Consumer Defensive,Beverages - Brewers,14.4,0.8,19.4,5.2,18.7,11.7,5,False,,3.7,3.7,1,True
SAN,"Banco Santander, S.A.",Financial Services,Banks - Diversified,,11.0,,13.0,,12.0,2,True,10.8,15.7,13.2,2,False
SANB11.SA,Banco Santander (Brasil) S.A.,Financial Services,Banks - Regional,,8.5,,10.1,9.4,9.3,3,False,8.0,6.8,7.4,2,False
SANM,Sanmina Corporation,Technology,Electronic Components,5.0,11.1,4.0,6.8,8.9,7.2,5,False,4.8,15.2,10.0,2,False
SAP,SAP SE,Technology,Software - Application,8.6,14.3,,16.8,,13.2,3,False,12.3,4.3,8.3,2,False
SAP.TO,Saputo Inc.,Consumer Defensive,Packaged Foods,10.2,9.3,12.4,6.4,9.2,9.5,5,False,4.7,15.0,9.8,2,False
SARO,"StandardAero, Inc.",Industrials,Aerospace & Defense,10.8,10.4,10.2,8.3,,9.9,4,False,16.9,4.3,10.6,2,False
SBAC,SBA Communications Corporation,Real Estate,REIT - Specialty,1.9,,5.9,15.2,6.2,7.3,4,False,14.9,8.2,11.6,2,False
SBCF,Seacoast Banking Corporation of Florida,Financial Services,Banks - Regional,,2.9,,11.8,4.7,6.5,3,False,0.0,8.5,4.2,2,False
SBET,"Sharplink, Inc.",Financial Services,Capital Markets,18.7,0.1,,0.7,2.0,5.4,4,False,,0.2,0.2,1,True
SBGI,"Sinclair, Inc.",Communication Services,Broadcasting,7.6,15.3,9.6,5.7,19.4,11.5,5,False,16.3,9.6,13.0,2,False
SBH,"Sally Beauty Holdings, Inc.",Consumer Cyclical,Specialty Retail,4.5,15.9,10.5,9.5,5.5,9.2,5,False,19.9,10.2,15.0,2,False
SBLK,Star Bulk Carriers Corp.,Industrials,Marine Shipping,12.6,9.9,11.7,18.8,19.3,14.5,5,False,10.7,18.4,14.6,2,False
SBR,Sabine Royalty Trust,Energy,Oil & Gas Midstream,20.0,19.9,17.4,20.0,,19.3,4,False,12.9,1.8,7.4,2,False
SBRA,"Sabra Health Care REIT, Inc.",Real Estate,REIT - Healthcare Facilities,13.6,5.0,7.2,3.4,12.6,8.4,5,False,0.0,15.3,7.6,2,False
SBSP3.SA,Companhia de Saneamento Básico do Estado de São Paulo - SABESP,Utilities,Utilities - Regulated Water,15.8,17.9,13.0,16.8,0.8,12.9,5,False,20.0,7.3,13.6,2,False
SBSW,Sibanye Stillwater Limited,Basic Materials,Other Precious Metals & Mining,8.2,18.7,,12.6,,13.2,3,False,17.6,6.1,11.9,2,False
SBUX,Starbucks Corporation,Consumer Cyclical,Restaurants,5.7,,9.6,11.1,5.2,7.9,4,False,0.0,17.0,8.5,2,False
SCCO,Southern Copper Corporation,Basic Materials,Copper,11.2,19.6,12.5,18.5,6.8,13.7,5,False,0.0,17.5,8.8,2,False
SCHW,The Charles Schwab Corporation,Financial Services,Capital Markets,5.8,15.9,,16.0,9.0,11.7,4,False,6.8,9.4,8.1,2,False
SCI,Service Corporation International,Consumer Cyclical,Personal Services,3.2,17.7,6.6,16.7,12.1,11.3,5,False,11.6,10.0,10.8,2,False
SCL,Stepan Company,Basic Materials,Specialty Chemicals,5.0,4.0,8.4,4.0,11.1,6.5,5,False,,11.5,11.5,1,True
SCR.TO,Strathcona Resources Ltd.,Energy,Oil & Gas E&P,5.8,6.7,19.7,13.4,19.4,13.0,5,False,1.5,13.8,7.6,2,False
SCSC,"ScanSource, Inc.",Technology,Electronics & Computer Distribution,10.5,8.9,12.8,5.9,17.8,11.2,5,False,9.9,11.5,10.7,2,False
SDGR,"Schrödinger, Inc.",Healthcare,Health Information Services,10.1,5.9,11.2,2.8,,7.5,4,False,,6.3,6.3,1,True
SDRL,Seadrill Limited,Energy,Oil & Gas Drilling,15.7,3.0,9.5,5.3,18.4,10.4,5,False,0.0,13.3,6.6,2,False
SEA.TO,Seabridge Gold Inc.,Basic Materials,Gold,11.2,5.7,6.2,3.2,,6.6,4,False,0.0,12.9,6.4,2,False
SEB,Seaboard Corporation,Industrials,Conglomerates,12.6,10.5,5.1,6.1,16.6,10.2,5,False,20.0,9.0,14.5,2,False
SECZ,Securitize Corp.,Technology,Software - Application,7.6,,6.7,0.8,,5.0,3,False,,,,0,True
SEDG,"SolarEdge Technologies, Inc.",Technology,Solar,6.2,0.5,14.6,2.2,6.4,6.0,5,False,,4.8,4.8,1,True
SEI,"Solaris Energy Infrastructure, Inc.",Energy,Oil & Gas Equipment & Services,10.0,6.9,3.8,9.3,1.1,6.2,5,False,0.0,7.1,3.6,2,False
SEIC,SEI Investments Company,Financial Services,Asset Management,17.8,18.2,,10.0,12.8,14.7,4,False,2.9,13.8,8.4,2,False
SENEA,Seneca Foods Corporation,Consumer Defensive,Packaged Foods,13.4,14.8,14.3,9.6,3.7,11.2,5,False,17.1,19.5,18.3,2,False
SENEB,Seneca Foods Corporation,Consumer Defensive,Packaged Foods,13.4,14.8,14.4,9.6,3.5,11.1,5,False,16.9,19.6,18.2,2,False
SEPN,"Septerna, Inc.",Healthcare,Biotechnology,14.6,7.1,13.6,2.7,0.3,7.7,5,False,,17.2,17.2,1,True
SES.TO,SECURE Waste Infrastructure Corp.,Industrials,Waste Management,4.9,13.3,10.2,13.2,19.1,12.1,5,False,3.1,13.2,8.2,2,False
SEZL,Sezzle Inc.,Financial Services,Credit Services,12.8,19.9,,14.7,1.8,12.3,4,False,0.0,17.1,8.6,2,False
SF,Stifel Financial Corp.,Financial Services,Capital Markets,9.0,13.8,,6.6,11.5,10.2,4,False,13.1,6.7,9.9,2,False
SFBS,"ServisFirst Bancshares, Inc.",Financial Services,Banks - Regional,,14.5,,18.2,2.7,11.8,3,False,8.5,7.0,7.8,2,False
SFD,"Smithfield Foods, Inc.",Consumer Defensive,Packaged Foods,14.5,13.7,12.2,10.2,10.0,12.1,5,False,20.0,8.2,14.1,2,False
SFL,SFL Corporation Ltd.,Industrials,Marine Shipping,0.7,5.2,9.8,15.4,18.6,9.9,5,False,0.0,18.2,9.1,2,False
SFM,"Sprouts Farmers Market, Inc.",Consumer Defensive,Grocery Stores,3.6,18.8,9.8,9.2,10.7,10.4,5,False,13.6,1.6,7.6,2,False
SFNC,Simmons First National Corporation,Financial Services,Banks - Regional,,0.7,,5.9,9.9,5.5,3,False,,10.9,10.9,1,True
SGHC,Super Group (SGHC) Limited,Consumer Cyclical,Gambling,17.8,18.8,14.2,17.8,2.6,14.2,5,False,10.0,11.2,10.6,2,False
SGI,Somnigroup International Inc.,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2.6,13.8,9.1,11.4,3.0,8.0,5,False,0.0,3.8,1.9,2,False
SGRY,"Surgery Partners, Inc.",Healthcare,Medical Care Facilities,5.1,8.8,9.5,9.2,,8.1,4,False,,1.3,1.3,1,True
SHAK,Shake Shack Inc.,Consumer Cyclical,Restaurants,10.6,8.2,6.7,5.5,,7.7,4,False,0.0,2.9,1.4,2,False
SHAZ,SharonAI Holdings Inc.,Technology,Information Technology Services,11.4,0.2,10.2,2.2,,6.0,4,False,,,,0,True
SHC,Sotera Health Company,Healthcare,Diagnostics & Research,5.2,18.1,7.3,17.2,2.8,10.1,5,False,8.7,11.0,9.8,2,False
SHLS,"Shoals Technologies Group, Inc.",Technology,Solar,7.6,6.8,2.4,10.0,5.9,6.5,5,False,8.1,5.9,7.0,2,False
SHO,"Sunstone Hotel Investors, Inc.",Real Estate,REIT - Hotel & Motel,15.6,5.6,6.6,5.0,16.1,9.8,5,False,0.0,16.5,8.2,2,False
SHOO,"Steven Madden, Ltd.",Consumer Cyclical,Footwear & Accessories,13.6,13.1,14.4,8.0,11.3,12.1,5,False,4.0,17.2,10.6,2,False
SHOP,Shopify Inc.,Technology,Software - Application,17.8,12.9,8.6,13.8,,13.3,4,False,0.0,7.0,3.5,2,False
SHOP.TO,Shopify Inc.,Technology,Software - Application,17.8,12.9,,13.8,,14.8,3,False,0.0,6.9,3.4,2,False
SHW,The Sherwin-Williams Company,Basic Materials,Specialty Chemicals,0.2,19.8,9.8,11.4,12.1,10.7,5,False,5.9,4.2,5.1,2,False
SIA.TO,Sienna Senior Living Inc.,Healthcare,Medical Care Facilities,1.5,10.1,4.4,11.9,14.5,8.5,5,False,0.0,10.2,5.1,2,False
SID,Companhia Siderúrgica Nacional,Basic Materials,Steel,1.9,1.8,,3.6,,2.4,3,False,,0.5,0.5,1,True
SIG,Signet Jewelers Limited,Consumer Cyclical,Luxury Goods,6.9,13.2,15.1,6.5,19.1,12.2,5,False,18.3,6.0,12.2,2,False
SIGI,"Selective Insurance Group, Inc.",Financial Services,Insurance - Property & Casualty,8.1,12.0,,3.8,5.8,7.4,4,False,11.6,8.8,10.2,2,False
SII,Sprott Inc.,Financial Services,Asset Management,16.4,18.1,,13.5,2.1,12.5,4,False,0.0,18.0,9.0,2,False
SII.TO,Sprott Inc.,Financial Services,Asset Management,16.4,18.1,,13.5,,16.0,3,False,0.0,18.0,9.0,2,False
SION,"Sionna Therapeutics, Inc.",Healthcare,Biotechnology,18.0,4.6,10.1,7.0,,9.9,4,False,,0.1,0.1,1,True
SIRI,Sirius XM Holdings Inc.,Communication Services,Entertainment,4.4,8.3,9.9,14.0,9.0,9.1,5,False,20.0,16.5,18.2,2,False
SITE,"SiteOne Landscape Supply, Inc.",Industrials,Industrial Distribution,7.7,8.3,10.4,8.4,6.5,8.3,5,False,6.9,1.9,4.4,2,False
SITM,SiTime Corporation,Technology,Semiconductors,11.0,4.5,8.3,8.2,,8.0,4,False,0.0,16.0,8.0,2,False
SJ.TO,Stella-Jones Inc.,Basic Materials,Lumber & Wood Production,7.4,12.2,11.1,9.1,15.0,11.0,5,False,15.2,1.9,8.5,2,False
SJM,The J. M. Smucker Company,Consumer Defensive,Packaged Foods,3.2,3.8,10.8,11.0,11.2,8.0,5,False,0.0,15.9,8.0,2,False
SKE,Skeena Resources Limited,Basic Materials,Other Industrial Metals & Mining,2.6,0.2,,3.2,,2.0,3,False,,17.2,17.2,1,True
SKE.TO,Skeena Resources Limited,Basic Materials,Other Industrial Metals & Mining,2.6,0.2,4.4,3.2,,2.6,4,False,,17.1,17.1,1,True
SKT,Tanger Inc.,Real Estate,REIT - Retail,5.0,17.9,11.0,11.8,4.4,10.0,5,False,0.0,14.5,7.2,2,False
SKWD,"Skyward Specialty Insurance Group, Inc.",Financial Services,Insurance - Property & Casualty,10.4,14.6,,4.4,,9.8,3,False,8.6,10.6,9.6,2,False
SKY,"Champion Homes, Inc.",Consumer Cyclical,Residential Construction,18.2,11.3,14.4,10.4,3.9,11.6,5,False,0.0,14.7,7.4,2,False
SKYW,"SkyWest, Inc.",Industrials,Airlines,3.9,12.7,8.2,12.4,14.4,10.3,5,False,11.2,5.4,8.3,2,False
SLAB,Silicon Laboratories Inc.,Technology,Semiconductors,17.5,3.2,8.4,3.2,7.5,8.0,5,False,,14.8,14.8,1,True
SLB,SLB N.V.,Energy,Oil & Gas Equipment & Services,10.0,10.8,11.6,8.0,8.9,9.9,5,False,9.4,15.9,12.6,2,False
SLBT,SL Science Holding Limited,Healthcare,Biotechnology,14.0,,9.4,1.8,,8.4,3,False,,0.1,0.1,1,True
SLDE,"Slide Insurance Holdings, Inc.",Financial Services,Insurance - Property & Casualty,13.0,19.7,,15.0,1.3,12.2,4,False,20.0,16.9,18.4,2,False
SLF,Sun Life Financial Inc.,Financial Services,Insurance - Diversified,14.0,10.8,,4.3,,9.7,3,False,3.3,14.2,8.8,2,False
SLF.TO,Sun Life Financial Inc.,Financial Services,Insurance - Diversified,14.0,10.8,,4.3,13.4,10.6,4,False,3.4,14.5,9.0,2,False
SLG,SL Green Realty Corp.,Real Estate,REIT - Office,7.5,1.6,10.6,4.4,13.5,7.5,5,False,,7.3,7.3,1,True
SLGN,Silgan Holdings Inc.,Consumer Cyclical,Packaging & Containers,6.2,10.6,8.7,9.4,8.9,8.8,5,False,12.1,9.7,10.9,2,False
SLM,SLM Corporation,Financial Services,Credit Services,7.6,18.5,,12.5,18.1,14.2,4,False,19.8,3.1,11.5,2,False
SLS,"SELLAS Life Sciences Group, Inc.",Healthcare,Biotechnology,19.0,3.8,9.4,7.0,,9.8,4,False,,20.0,20.0,1,True
SLVM,Sylvamo Corporation,Basic Materials,Paper & Paper Products,2.2,9.2,3.3,4.8,18.6,7.6,5,False,9.2,1.4,5.3,2,False
SM,SM Energy Company,Energy,Oil & Gas E&P,4.0,12.5,10.6,16.4,4.6,9.6,5,False,20.0,12.4,16.2,2,False
SMA,"SmartStop Self Storage REIT, Inc.",Real Estate,REIT - Industrial,7.3,5.1,10.2,8.4,17.0,9.6,5,False,0.0,5.0,2.5,2,False
SMCI,"Super Micro Computer, Inc.",Technology,Computer Hardware,9.6,15.2,3.2,10.1,3.2,8.3,5,False,17.3,3.0,10.2,2,False
SMG,The Scotts Miracle-Gro Company,Basic Materials,Agricultural Inputs,2.0,,9.4,7.8,15.5,8.7,4,False,1.8,6.5,4.2,2,False
SMMT,Summit Therapeutics Inc.,Healthcare,Biotechnology,15.7,0.6,9.2,7.0,,8.1,4,False,,1.5,1.5,1,True
SMR,NuScale Power Corporation,Industrials,Specialty Industrial Machinery,19.8,0.2,10.9,1.2,,8.0,4,False,,0.0,0.0,1,True
SMTC,Semtech Corporation,Technology,Semiconductors,4.9,15.8,6.6,13.2,,10.1,4,False,0.0,15.9,8.0,2,False
SN,"SharkNinja, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",15.5,16.7,11.9,12.6,2.1,11.8,5,False,0.0,19.5,9.8,2,False
SNA,Snap-on Incorporated,Industrials,Tools & Accessories,16.8,14.3,16.6,17.8,14.2,15.9,5,False,13.1,10.9,12.0,2,False
SNAP,Snap Inc.,Communication Services,Internet Content & Information,10.0,1.8,10.2,3.0,10.3,7.1,5,False,,3.5,3.5,1,True
SNDA,"Sonida Senior Living, Inc.",Healthcare,Medical Care Facilities,1.4,5.4,7.1,3.8,3.7,4.3,5,False,,13.0,13.0,1,True
SNDK,Sandisk Corporation,Technology,Computer Hardware,15.4,19.6,11.1,19.8,5.6,14.3,5,False,6.9,20.0,13.4,2,False
SNDR,"Schneider National, Inc.",Industrials,Trucking,16.4,3.9,10.7,4.0,8.5,8.7,5,False,0.0,17.8,8.9,2,False
SNDX,"Syndax Pharmaceuticals, Inc.",Healthcare,Biotechnology,7.3,0.4,4.9,2.0,,3.6,4,False,,11.7,11.7,1,True
SNEX,StoneX Group Inc.,Financial Services,Capital Markets,5.4,16.6,,1.6,,7.9,3,False,8.4,17.3,12.8,2,False
SNN,Smith & Nephew plc,Healthcare,Medical Devices,5.3,13.8,10.8,14.2,15.7,12.0,5,False,15.2,3.2,9.2,2,False
SNOW,Snowflake Inc.,Technology,Software - Application,3.8,0.6,7.8,1.7,7.0,4.2,5,False,,13.2,13.2,1,True
SNPS,"Synopsys, Inc.",Technology,Software - Infrastructure,8.6,5.6,9.0,12.4,4.7,8.1,5,False,0.0,5.1,2.6,2,False
SNX,TD SYNNEX Corporation,Technology,Electronics & Computer Distribution,4.2,11.6,4.9,5.4,14.3,8.1,5,False,6.3,13.9,10.1,2,False
SNY,Sanofi,Healthcare,Drug Manufacturers - General,5.2,9.8,,14.6,,9.9,3,False,10.0,6.9,8.4,2,False
SO,The Southern Company,Utilities,Utilities - Regulated Electric,7.6,13.3,11.5,15.8,9.1,11.5,5,False,7.3,4.3,5.8,2,False
SOBO,South Bow Corporation,Energy,Oil & Gas Midstream,6.5,13.5,6.8,15.2,6.7,9.7,5,False,11.1,8.9,10.0,2,False
